Nro.,Vehículo,Odómetro,Horómetro,Fecha,Tanqueo Full,Costo por Volumen,Cant.,Unidad,Costo Total,Tipo,
41,"110",561183,,"07/abr./2024 23:57:00","S","24,79","50,23","Litros","1245,2","DIESEL",
40,"110",561183,,"07/abr./2024 23:51:00","S","24,79","403,35","Litros","9999","DIESEL",
60,"103",751004,63,,"07/abr./2024 15:31:00","S","24,99","116,05","Litros","2900","DIESEL",
6,"101",1049804,,"07/abr./2024 9:56:00","S","24,98","82,39","Litros","2058,1","DIESEL",
5,"101",1049804,,"07/abr./2024 9:48:00","S","24,98","400","Litros","9992","DIESEL",
27,"108",1124044,,"06/abr./2024 23:49:00","S","25,12","108,01","Litros","2713,26","DIESEL",
33,"109",532084,,"06/abr./2024 14:31:00","S","24,98","90,01","Litros","2248,45","DIESEL",
32,"109",532084,,"06/abr./2024 14:21:00","S","24,98","400","Litros","9992","DIESEL",
26,"108",1123660,,"06/abr./2024 14:20:00","S","24,98","121,58","Litros","3037,07","DIESEL",
9,"107",1087251,,"06/abr./2024 6:48:00","S","24,79","81,78","Litros","2027,33","DIESEL",
18,"104",1006846,,"06/abr./2024 4:25:00","S","25,12","160","Litros","4019,2","DIESEL",
39,"110",560279,,"06/abr./2024 1:04:00","S","24,98","75","Litros","1873,55","DIESEL",
38,"110",560279,,"06/abr./2024 0:57:00","S","24,98","400","Litros","9992,05","DIESEL",
56,"107",1086912,19,,"06/abr./2024 0:55:35","S","24,99","116,05","Litros","2900,09","DIESEL",
25,"108",1123193,,"05/abr./2024 18:14:00","S","25,03","130,26","Litros","3260,46","DIESEL",
55,"104",1006384,,"05/abr./2024 17:24:40","S","24,99","116,05","Litros","2900","DIESEL",
8,"107",1086487,,"05/abr./2024 17:23:00","S","24,98","135,49","Litros","3384,54","DIESEL",
54,"105",469520,15,,"05/abr./2024 16:05:36","S","24,45","81,8","Litros","2000","DIESEL",
4,"101",1048750,,"04/abr./2024 20:22:00","N","24,79","390,15","Litros","9671,82","DIESEL",
53,"104",1006000,,"04/abr./2024 18:59:00","S","24,79","100,85","Litros","2500","DIESEL",
7,"107",1086035,,"04/abr./2024 16:35:00","N","25,59","141,38","Litros","3617,89","DIESEL",
14,"103",750606,6,,"04/abr./2024 14:23:00","S","24,79","127,04","Litros","3149,32","DIESEL",
20,"105",468971,,"04/abr./2024 14:05:00","S","24,79","42,11","Litros","1043,78","DIESEL",
52,"107",1084985,,"03/abr./2024 22:47:00","S","25,39","114,22","Litros","2900","DIESEL",
37,"110",559180,,"03/abr./2024 20:47:00","S","24,79","400","Litros","9916","DIESEL",
17,"104",1005471,,"03/abr./2024 19:40:00","S","24,79","160","Litros","3966,4","DIESEL",
24,"108",1122699,,"03/abr./2024 15:13:00","S","24,79","50,02","Litros","1240","DIESEL",
13,"102",1001762,,"03/abr./2024 15:04:00","S","24,79","85,27","Litros","2113,84","DIESEL",
31,"109",531081,,"03/abr./2024 14:31:00","S","24,79","49,99","Litros","1239,25","DIESEL",
30,"109",531081,,"03/abr./2024 14:25:00","S","24,79","400","Litros","9916","DIESEL",
2,"107",1084985,,"03/abr./2024 9:40:00","N","24,79","39,07","Litros","968,55","DIESEL",
29,"109",530263,,"02/abr./2024 18:51:00","S","24,98","37,54","Litros","937,75","DIESEL",
28,"109",530263,,"02/abr./2024 18:44:00","S","24,98","400","Litros","9992","DIESEL",
36,"110",558302,,"01/abr./2024 12:44:00","S","24,98","40,05","Litros","1000,45","DIESEL",
35,"110",558302,,"01/abr./2024 12:39:00","S","24,98","400","Litros","9992,05","DIESEL",
